koi_disposition,ra,dec,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_period,koi_duration,koi_depth,koi_prad,koi_insol,koi_teq,ra,dec,source
CANDIDATE,294.03436,50.371651,6422.0,4.219,1.421,13.166,4.93211932,3.144,50.5,1.02,837.01,1372.0,294.03436,50.371651,Kepler
CANDIDATE,283.12854,43.45686,6109.0,3.78,2.326,13.269,4.85819429,5.356,76.3,2.04,1904.91,1685.0,283.12854,43.45686,Kepler
FALSE POSITIVE,291.58517,42.367229,5754.0,4.534,0.905,15.644,119.0192648,8.1,1977.0,4.44,3.53,350.0,291.58517,42.367229,Kepler
CONFIRMED,283.78702,48.02956,5365.0,4.02,1.533,13.801,8.40693068,1.866,167.1,1.95,285.67,1048.0,283.78702,48.02956,Kepler
CANDIDATE,289.84286,38.237049,5766.0,4.444,0.929,14.803,3.39904814,2.922,69.6,0.81,477.15,1191.0,289.84286,38.237049,Kepler
FALSE POSITIVE,298.53549,48.419479,5043.0,4.502,0.819,14.655,0.974479091,1.866,221.2,1.19,1239.32,1513.0,298.53549,48.419479,Kepler
FALSE POSITIVE,300.60422,43.902946,3812.0,0.93,69.001,13.334,3.57017774,4.473,79.6,57.36,331478.01,6119.0,300.60422,43.902946,Kepler
FALSE POSITIVE,289.17761,41.695171,6241.0,4.45,1.031,14.363,1.10601182,2.577,52.9,0.77,3093.39,1903.0,289.17761,41.695171,Kepler
FALSE POSITIVE,300.4068,46.378941,5668.0,4.492,0.912,14.046,6.873655305,3.5415,181.3,1.21,159.51,906.0,300.4068,46.378941,Kepler
CONFIRMED,285.21667,41.282429,4922.0,4.505,0.823,15.622,0.626281766,1.1812,433.1,1.76,2011.27,1711.0,285.21667,41.282429,Kepler
CANDIDATE,290.6864,38.355598,4832.0,4.592,0.746,15.424,1.183505016,1.275,116.6,0.8,658.87,1293.0,290.6864,38.355598,Kepler
CONFIRMED,285.69,40.99453,4353.0,4.681,0.603,13.435,2.790643481,0.6871,202.0,0.99,104.74,816.0,285.69,40.99453,Kepler
CONFIRMED,292.28659,42.07246,5196.0,4.458,0.889,14.5,0.971915957,1.6023,73.7,0.79,1591.27,1609.0,292.28659,42.07246,Kepler
CONFIRMED,292.78461,43.215981,5755.0,4.402,0.993,13.421,3.03196812,1.723,81.5,0.9,614.2,1269.0,292.78461,43.215981,Kepler
FALSE POSITIVE,299.42017,40.73838,6635.0,3.092,7.146,12.855,1.2940561,0.97,51.2,5.27,93976.84,4465.0,299.42017,40.73838,Kepler
FALSE POSITIVE,291.02097,36.903648,6341.0,3.301,5.302,12.915,0.53936593,5.434,145.0,9.19,149399.93,5016.0,291.02097,36.903648,Kepler
FALSE POSITIVE,292.88342,38.074951,6161.0,4.362,1.114,13.791,0.643703667,0.801,172.0,1.48,7305.66,2358.0,292.88342,38.074951,Kepler
CANDIDATE,293.20377,43.057011,5583.0,4.077,1.53,15.61,15.9042402,2.093,444.8,3.79,131.11,863.0,293.20377,43.057011,Kepler
FALSE POSITIVE,294.08896,39.128101,6611.0,3.112,7.435,12.855,0.735146413,5.053,275.4,168.34,195250.9,5366.0,294.08896,39.128101,Kepler
FALSE POSITIVE,293.8067,44.867352,5609.0,4.141,1.31,12.9,0.827351796,2.1885,44.7,0.9,5583.73,2208.0,293.8067,44.867352,Kepler
CANDIDATE,284.10779,44.245811,4478.0,4.615,0.651,15.658,4.16288745,0.678,391.7,1.32,80.23,763.0,284.10779,44.245811,Kepler
FALSE POSITIVE,290.47928,43.505268,2661.0,5.283,0.116,13.593,0.618952198,2.8244,8324.1,4.96,14.29,497.0,290.47928,43.505268,Kepler
FALSE POSITIVE,296.61078,49.567039,6740.0,2.816,12.08,13.449,1.31723412,7.284,422.7,125.56,211468.1,5471.0,296.61078,49.567039,Kepler
CANDIDATE,285.69,40.99453,4353.0,4.681,0.603,13.435,4.44902309,1.373,88.9,0.55,56.19,699.0,285.69,40.99453,Kepler
CANDIDATE,287.50375,44.167259,5023.0,3.682,2.571,13.875,1.121733366,1.032,84.3,2.39,7641.15,2384.0,287.50375,44.167259,Kepler
CONFIRMED,291.20419,45.238392,5431.0,4.623,0.717,15.309,4.95060632,1.719,309.5,1.28,145.23,885.0,291.20419,45.238392,Kepler
FALSE POSITIVE,290.31039,40.98143,5982.0,4.493,0.96,15.813,379.08202,33.87,1609.1,23.99,0.97,253.0,290.31039,40.98143,Kepler
FALSE POSITIVE,289.55566,42.572048,6705.0,4.16,1.524,13.974,366.31509,12.41,336.0,2.87,3.65,353.0,289.55566,42.572048,Kepler
FALSE POSITIVE,291.24924,45.92149,5041.0,4.597,0.728,15.89,0.536544193,2.918,159.5,0.9,2199.75,1745.0,291.24924,45.92149,Kepler
CONFIRMED,296.92361,43.566471,5718.0,4.549,0.863,14.658,1.005205893,1.63,97.5,0.85,1893.23,1682.0,296.92361,43.566471,Kepler
FALSE POSITIVE,295.93921,44.837379,6109.0,4.432,0.941,14.372,43.796785,18.84,256.3,20.79,20.4,542.0,295.93921,44.837379,Kepler
FALSE POSITIVE,290.72519,48.210411,6086.0,4.511,0.921,15.868,0.952371227,3.926,352.5,21.96,2885.01,1870.0,290.72519,48.210411,Kepler
FALSE POSITIVE,287.95279,46.33176,6194.0,4.445,1.069,15.693,1.089088292,1.8599,141.7,1.28,3167.63,1914.0,287.95279,46.33176,Kepler
FALSE POSITIVE,300.18863,46.185768,5607.0,4.539,0.766,15.553,7.7553808,22.321,839.6,22.2,107.76,822.0,300.18863,46.185768,Kepler
FALSE POSITIVE,289.80322,38.366692,6238.0,4.365,1.191,14.184,0.730949487,2.367,87.3,1.27,6730.38,2311.0,289.80322,38.366692,Kepler
CONFIRMED,285.72849,42.65453,5574.0,4.354,1.065,12.639,3.95116635,2.566,60.9,0.83,427.07,1160.0,285.72849,42.65453,Kepler
CONFIRMED,285.72849,42.65453,5574.0,4.354,1.065,12.639,2.89223998,2.521,44.3,0.7,647.55,1287.0,285.72849,42.65453,Kepler
FALSE POSITIVE,285.5921,39.206268,5908.0,3.888,1.862,11.968,0.991552822,1.135,607.2,37.93,10148.8,2558.0,285.5921,39.206268,Kepler
FALSE POSITIVE,290.31589,37.977779,5285.0,4.474,0.927,14.486,1.89124187,4.415,105.8,0.93,698.9,1312.0,290.31589,37.977779,Kepler
CANDIDATE,290.32401,38.111111,5455.0,4.025,1.507,14.816,3.79437277,2.289,83.2,1.36,865.53,1383.0,290.32401,38.111111,Kepler
CONFIRMED,291.67682,38.874908,5273.0,4.566,0.801,14.838,184.77271,9.568,951.4,2.41,1.21,268.0,291.67682,38.874908,Kepler
FALSE POSITIVE,286.58932,44.5247,5737.0,4.544,0.872,15.814,392.49728,10.53,1062.0,2.82,0.68,232.0,286.58932,44.5247,Kepler
CANDIDATE,293.53253,43.406151,6025.0,4.472,0.999,15.445,363.41165,14.79,961.7,3.14,1.12,263.0,293.53253,43.406151,Kepler
CONFIRMED,283.29214,45.434109,5225.0,4.505,0.859,15.48,59.284064,5.42,424.4,1.81,6.14,401.0,283.29214,45.434109,Kepler
CONFIRMED,297.1243,47.037022,6303.0,3.595,3.53,13.487,6.96704926,3.73,213.7,6.14,2341.58,1774.0,297.1243,47.037022,Kepler
FALSE POSITIVE,294.46231,38.381912,5780.0,4.438,1.0,18.533,8.8109721,4.822,24048.0,47.94,142.58,881.0,294.46231,38.381912,Kepler
CONFIRMED,297.285,49.21246,4798.0,4.62,0.707,14.061,168.81133,6.582,614.4,1.69,0.8,241.0,297.285,49.21246,Kepler
CONFIRMED,292.32645,38.657581,5670.0,4.387,0.95,13.865,67.968656,7.948,321.8,1.71,9.09,443.0,292.32645,38.657581,Kepler
CANDIDATE,300.94568,44.164688,6163.0,4.27,1.313,12.853,215.956008,10.425,392.7,3.36,4.03,361.0,300.94568,44.164688,Kepler
FALSE POSITIVE,297.81674,43.440411,6084.0,4.45,0.983,14.758,2.15681538,5.115,106.5,1.06,1114.9,1473.0,297.81674,43.440411,Kepler
FALSE POSITIVE,284.74942,48.558128,5271.0,4.669,0.648,15.017,0.708563091,6.347,414.5,15.38,1501.41,1587.0,284.74942,48.558128,Kepler
CANDIDATE,294.3035,38.203011,5341.0,4.526,0.759,12.334,2.00870696,4.87,53.5,0.55,542.87,1232.0,294.3035,38.203011,Kepler
FALSE POSITIVE,290.60129,41.26902,5713.0,4.541,0.893,15.501,366.24282,15.76,733.7,2.4,0.75,237.0,290.60129,41.26902,Kepler
FALSE POSITIVE,295.10251,46.732922,5157.0,4.641,0.62,15.86,1.33256418,4.701,162.3,0.81,602.26,1262.0,295.10251,46.732922,Kepler
CANDIDATE,297.08301,43.679951,4968.0,3.924,1.755,14.511,0.655939788,1.318,73.0,1.48,7986.43,2411.0,297.08301,43.679951,Kepler
FALSE POSITIVE,297.75125,40.647388,5611.0,3.933,1.632,13.369,12.4258833,24.83,93.6,2.19,242.04,1006.0,297.75125,40.647388,Kepler
FALSE POSITIVE,295.64212,48.773071,6273.0,4.442,1.044,15.167,1.387838134,2.252,136.8,1.24,2378.53,1783.0,295.64212,48.773071,Kepler
FALSE POSITIVE,285.81662,49.352699,5569.0,4.566,0.829,14.261,0.678349364,3.092,486.0,19.06,2737.73,1844.0,285.81662,49.352699,Kepler
FALSE POSITIVE,298.84119,44.749889,5445.0,4.456,0.855,14.592,1.022028468,8.866,1344.5,26.91,1755.39,1649.0,298.84119,44.749889,Kepler
FALSE POSITIVE,291.55807,38.546219,8855.0,3.818,2.858,14.338,0.72359699,1.326,495.6,6.73,114645.28,4699.0,291.55807,38.546219,Kepler
FALSE POSITIVE,295.31842,40.208961,6770.0,4.15,1.623,13.391,1.6156052,14.55,1582.0,34.69,5539.33,2202.0,295.31842,40.208961,Kepler
FALSE POSITIVE,290.33362,37.911171,4476.0,4.627,0.633,15.171,1.8913182,4.374,202.3,0.9,221.36,983.0,290.33362,37.911171,Kepler
FALSE POSITIVE,291.51395,38.365471,6392.0,4.399,1.162,15.404,494.165759,2.239,1440.0,4.5,1.17,265.0,291.51395,38.365471,Kepler
FALSE POSITIVE,292.92432,38.44228,6501.0,3.613,3.247,13.464,2.43585046,2.088,60.5,2.6,9880.82,2544.0,292.92432,38.44228,Kepler
FALSE POSITIVE,292.6069,45.701408,6099.0,4.456,1.028,15.708,1.33255441,3.828,106.7,1.12,2180.2,1743.0,292.6069,45.701408,Kepler
FALSE POSITIVE,291.56772,38.267109,6373.0,4.438,1.047,14.821,359.1015,11.461,496.5,2.37,1.56,285.0,291.56772,38.267109,Kepler
FALSE POSITIVE,298.67731,41.640282,6419.0,4.33,1.142,13.956,0.941840589,5.06,388.3,27.05,5547.35,2200.0,298.67731,41.640282,Kepler
FALSE POSITIVE,295.5571,40.321209,5872.0,4.282,1.157,12.861,1.728521892,3.361,92.2,1.19,1869.82,1678.0,295.5571,40.321209,Kepler
FALSE POSITIVE,290.29932,37.908932,6569.0,4.41,0.927,13.517,1.89125855,5.415,67.9,0.81,1839.74,1671.0,290.29932,37.908932,Kepler
FALSE POSITIVE,289.71487,39.283871,5880.0,4.525,0.893,15.534,8.65312868,3.376,508.6,20.38,127.5,857.0,289.71487,39.283871,Kepler
CONFIRMED,291.2562,49.258949,6056.0,4.332,1.209,14.881,30.0899459,6.654,242.6,2.25,44.79,660.0,291.2562,49.258949,Kepler
FALSE POSITIVE,294.20068,46.327221,7872.0,3.732,3.367,11.915,1.39862757,9.625,45.5,2.39,38048.23,3562.0,294.20068,46.327221,Kepler
CONFIRMED,289.78052,49.89653,5688.0,4.415,0.971,14.534,9.91937693,4.326,186.7,1.32,116.43,838.0,289.78052,49.89653,Kepler
FALSE POSITIVE,291.71054,38.96273,5837.0,3.791,2.338,13.815,0.918510251,2.587,52.6,1.77,14485.22,2795.0,291.71054,38.96273,Kepler
CONFIRMED,286.97128,44.708302,6249.0,4.428,1.076,14.456,9.47850818,6.154,184.6,1.47,189.14,946.0,286.97128,44.708302,Kepler
FALSE POSITIVE,289.79135,40.299431,5067.0,4.565,0.715,15.729,0.783258387,2.2926,328.5,1.28,1395.69,1559.0,289.79135,40.299431,Kepler
CONFIRMED,291.91916,39.02227,5072.0,4.521,0.825,14.955,4.24263096,2.582,187.6,1.1,174.24,926.0,291.91916,39.02227,Kepler
FALSE POSITIVE,290.29623,47.990364,5780.0,4.438,1.0,17.661,1.231363214,5.8101,4774.7,10.75,1973.12,1699.0,290.29623,47.990364,Kepler
FALSE POSITIVE,284.34839,40.72826,5465.0,4.535,0.819,15.443,0.755101928,3.044,119.8,0.91,2287.46,1763.0,284.34839,40.72826,Kepler
FALSE POSITIVE,291.1781,47.322941,5270.0,4.596,0.77,14.34,4.56447463,6.415,208.4,1.13,156.74,902.0,291.1781,47.322941,Kepler
FALSE POSITIVE,297.58023,39.702702,5432.0,4.446,0.872,15.32,1.027904857,1.6381,2381.2,30.48,1769.2,1653.0,297.58023,39.702702,Kepler
FALSE POSITIVE,294.78763,43.739021,4723.0,4.611,0.696,15.964,367.95566,21.877,1414.1,3.62,0.27,183.0,294.78763,43.739021,Kepler
CONFIRMED,298.89877,47.463089,4999.0,4.49,0.843,15.031,163.692336,6.853,1138.0,2.75,1.34,274.0,298.89877,47.463089,Kepler
FALSE POSITIVE,292.93121,45.40427,5932.0,4.58,0.798,15.144,1.106529843,6.258,319.5,1.91,1746.73,1649.0,292.93121,45.40427,Kepler
FALSE POSITIVE,292.03525,38.945911,5267.0,3.338,4.525,13.075,111.741576,3.83,238.8,6.88,49.4,676.0,292.03525,38.945911,Kepler
CANDIDATE,287.03952,46.481701,6321.0,4.434,1.058,15.092,110.461746,12.46,331.2,1.93,7.34,420.0,287.03952,46.481701,Kepler
CONFIRMED,286.57617,41.741459,5275.0,4.397,0.969,15.717,198.088873,7.955,1027.7,3.24,1.63,288.0,286.57617,41.741459,Kepler
FALSE POSITIVE,299.0473,46.68557,4965.0,4.555,0.736,15.471,1.08193721,4.788,115.3,0.77,870.17,1385.0,299.0473,46.68557,Kepler
CANDIDATE,296.3566,41.455391,6198.0,4.252,1.239,13.519,44.6226725,12.974,131.9,1.73,33.39,613.0,296.3566,41.455391,Kepler
FALSE POSITIVE,297.35278,40.958141,5750.0,4.364,0.965,14.539,2.43142974,2.713,146.6,1.17,852.0,1378.0,297.35278,40.958141,Kepler
CONFIRMED,290.91934,37.28717,5925.0,4.394,1.035,12.801,1.41975831,1.429,60.9,0.85,1968.38,1700.0,290.91934,37.28717,Kepler
CONFIRMED,286.60889,41.889339,5171.0,4.545,0.801,14.566,169.135056,8.931,640.7,2.21,1.31,273.0,286.60889,41.889339,Kepler
FALSE POSITIVE,289.76492,38.38345,6454.0,4.163,1.587,12.028,0.73095491,2.206,29.6,0.88,12770.31,2711.0,289.76492,38.38345,Kepler
CONFIRMED,296.40375,39.722649,5570.0,4.458,0.899,14.368,3.951383138,1.0582,405.7,23.51,324.78,1083.0,296.40375,39.722649,Kepler
CONFIRMED,291.2562,49.258949,6056.0,4.332,1.209,14.881,6.84978728,4.919,139.2,1.83,322.19,1081.0,291.2562,49.258949,Kepler
CANDIDATE,292.13876,38.94154,4965.0,3.961,1.708,13.026,80.769893,4.2,128.5,1.87,12.07,475.0,292.13876,38.94154,Kepler
FALSE POSITIVE,295.60934,45.484451,6486.0,3.872,2.308,12.845,1.111362442,6.24,133.9,2.86,14894.75,2820.0,295.60934,45.484451,Kepler
CONFIRMED,294.94858,46.438641,4657.0,4.641,0.67,12.485,28.9060526,3.099,99.0,0.79,6.94,414.0,294.94858,46.438641,Kepler
CONFIRMED,287.63547,45.716061,6201.0,4.472,0.989,15.353,8.10503551,4.459,209.9,1.45,199.74,959.0,287.63547,45.716061,Kepler
CONFIRMED,288.397,40.213188,5550.0,4.539,0.878,15.247,8.82715783,2.019,368.6,1.67,95.25,797.0,288.397,40.213188,Kepler
FALSE POSITIVE,295.53394,39.762249,6007.0,4.333,1.06,14.034,143.196381,10.424,618.1,6.64,4.95,380.0,295.53394,39.762249,Kepler
FALSE POSITIVE,294.09555,38.885059,6729.0,3.493,4.099,12.972,9.089151782,3.1886,110.1,4.35,2754.19,1848.0,294.09555,38.885059,Kepler
FALSE POSITIVE,297.34418,39.88501,5448.0,4.613,0.734,13.907,1.87886973,3.876,181.9,1.04,553.59,1236.0,297.34418,39.88501,Kepler
FALSE POSITIVE,292.79333,45.628262,5390.0,4.591,0.78,15.278,0.979161676,2.942,160.2,1.03,1357.43,1548.0,292.79333,45.628262,Kepler
CANDIDATE,290.83389,45.43565,5799.0,4.276,1.191,13.841,225.26213,14.459,389.2,2.36,2.77,329.0,290.83389,45.43565,Kepler
FALSE POSITIVE,298.90161,42.212799,5437.0,4.539,0.759,14.663,0.855922327,1.514,130.9,0.87,1782.11,1658.0,298.90161,42.212799,Kepler
FALSE POSITIVE,293.70847,38.958012,6370.0,4.41,1.106,13.812,25.9528725,12.434,164.1,1.53,55.82,697.0,293.70847,38.958012,Kepler
CANDIDATE,295.52948,50.370399,5240.0,4.428,0.923,13.506,2.31482311,2.127,58.6,0.69,554.4,1237.0,295.52948,50.370399,Kepler
FALSE POSITIVE,290.73364,48.207378,4754.0,4.508,0.821,15.611,0.952374508,3.006,204.8,1.13,1006.13,1435.0,290.73364,48.207378,Kepler
FALSE POSITIVE,293.71811,41.430939,7843.0,3.829,2.909,13.205,0.936751792,5.658,26.4,2.07,50168.18,3814.0,293.71811,41.430939,Kepler
FALSE POSITIVE,290.79037,41.26461,3994.0,4.717,0.554,15.646,393.34331,9.481,1750.0,2.27,0.09,140.0,290.79037,41.26461,Kepler
FALSE POSITIVE,289.98096,43.299492,6234.0,4.046,1.66,12.696,0.621361411,1.0628,45.0,1.12,17004.65,2913.0,289.98096,43.299492,Kepler
CANDIDATE,295.96259,42.200256,6726.0,4.262,1.258,13.264,10.778313,5.256,90.7,1.25,306.18,1067.0,295.96259,42.200256,Kepler
FALSE POSITIVE,295.16098,42.799129,5931.0,4.554,0.845,15.349,0.594310785,0.9994,112.5,0.91,4338.76,2068.0,295.16098,42.799129,Kepler
CONFIRMED,288.07648,43.958488,5973.0,4.171,1.305,13.694,27.2106807,10.515,99.4,1.73,65.27,725.0,288.07648,43.958488,Kepler
FALSE POSITIVE,298.51794,39.924438,5519.0,3.303,4.368,12.846,4.31978105,7.204,65.8,3.87,4693.13,2111.0,298.51794,39.924438,Kepler
CANDIDATE,291.50122,47.74773,5776.0,4.018,1.455,13.404,4.32710895,1.387,108.9,26.6,900.23,1397.0,291.50122,47.74773,Kepler
CANDIDATE,288.83136,47.551991,5374.0,4.555,0.721,13.851,2.90512019,2.293,61.2,0.57,314.96,1075.0,288.83136,47.551991,Kepler
CONFIRMED,299.53479,40.477779,5825.0,4.237,1.291,12.515,14.2651545,3.601,66.3,1.06,125.45,853.0,299.53479,40.477779,Kepler
CANDIDATE,287.04236,41.752209,6039.0,4.493,0.951,15.744,5.04404366,1.682,236.5,1.47,318.92,1078.0,287.04236,41.752209,Kepler
CONFIRMED,293.58087,40.427471,6292.0,4.014,1.873,13.352,11.17931581,3.103,90.6,1.81,426.61,1159.0,293.58087,40.427471,Kepler
FALSE POSITIVE,298.94785,43.539711,6060.0,3.852,2.106,12.923,1.284991846,2.274,29.1,1.17,9065.72,2491.0,298.94785,43.539711,Kepler
CANDIDATE,293.05408,38.54179,5632.0,4.537,0.904,14.391,1.166960319,1.6823,97.8,0.88,1534.29,1596.0,293.05408,38.54179,Kepler
FALSE POSITIVE,292.85916,38.431931,5792.0,3.835,2.183,12.092,324.18028,18.15,87.9,2.2,5.01,382.0,292.85916,38.431931,Kepler
FALSE POSITIVE,288.94131,44.593922,5325.0,4.607,0.75,15.049,0.530959357,2.417,84.4,0.69,2764.64,1852.0,288.94131,44.593922,Kepler
CANDIDATE,287.80502,46.00116,4236.0,4.698,0.539,15.397,0.701944362,0.641,210.8,0.8,535.78,1227.0,287.80502,46.00116,Kepler
CANDIDATE,298.98502,40.203709,4483.0,4.57,0.731,15.745,3.05772668,1.819,311.0,1.23,141.1,878.0,298.98502,40.203709,Kepler
CANDIDATE,299.66617,43.619469,5396.0,4.632,0.702,15.96,9.9092109,2.552,942.0,2.35,54.54,693.0,299.66617,43.619469,Kepler
FALSE POSITIVE,289.97617,38.450489,5418.0,4.524,0.782,13.681,0.996864568,1.098,86.7,0.77,1505.33,1588.0,289.97617,38.450489,Kepler
FALSE POSITIVE,291.3591,38.71891,5645.0,4.453,0.951,14.42,0.673684895,1.161,51.1,0.7,3803.56,2001.0,291.3591,38.71891,Kepler
CONFIRMED,285.96872,41.363564,6237.0,3.862,2.295,12.561,56.644452,16.551,104.6,2.44,68.37,733.0,285.96872,41.363564,Kepler
FALSE POSITIVE,292.74493,41.93486,5774.0,4.524,0.825,13.388,1.710319812,2.983,43.6,0.56,978.84,1426.0,292.74493,41.93486,Kepler
FALSE POSITIVE,298.03653,39.90601,5497.0,4.57,0.839,15.993,5.62978034,5.847,379.2,1.61,154.59,899.0,298.03653,39.90601,Kepler
FALSE POSITIVE,291.81998,41.112476,5780.0,4.438,1.0,17.172,1.050852976,1.6788,41694.0,45.89,2423.97,1791.0,291.81998,41.112476,Kepler
CANDIDATE,282.76062,46.177841,5248.0,4.416,0.943,14.93,6.39269778,2.138,174.3,1.21,148.31,890.0,282.76062,46.177841,Kepler
FALSE POSITIVE,286.97745,38.898762,4971.0,2.373,14.678,13.254,1.540398683,1.5676,73.0,12.65,114263.25,4689.0,286.97745,38.898762,Kepler
CONFIRMED,293.85065,38.397751,6021.0,4.57,0.819,14.803,3.0570982,3.571,144.0,0.99,493.09,1202.0,293.85065,38.397751,Kepler
FALSE POSITIVE,287.25095,44.946308,5993.0,4.415,1.042,15.413,365.25921,13.74,529.0,2.39,1.23,268.0,287.25095,44.946308,Kepler
CANDIDATE,288.66077,43.36808,5767.0,4.287,1.135,13.455,7.87845756,3.912,44.1,0.78,226.11,989.0,288.66077,43.36808,Kepler
FALSE POSITIVE,286.05939,45.516804,6148.0,4.147,1.615,13.473,372.72688,12.751,331.7,3.52,2.67,326.0,286.05939,45.516804,Kepler
FALSE POSITIVE,298.79892,42.35339,5798.0,4.507,0.941,15.579,9.9398272,4.1198,478.6,101.71,106.5,819.0,298.79892,42.35339,Kepler
FALSE POSITIVE,296.11276,39.611599,6241.0,4.366,1.131,13.789,0.866346,2.011,116.4,1.24,5186.18,2165.0,296.11276,39.611599,Kepler
FALSE POSITIVE,298.87418,43.440891,5792.0,4.547,0.864,15.766,0.885129679,3.156,177.3,1.21,2373.06,1780.0,298.87418,43.440891,Kepler
FALSE POSITIVE,299.83664,45.780731,9189.0,3.864,2.692,11.96,56.898749,3.522,514.0,6.33,355.22,1107.0,299.83664,45.780731,Kepler
FALSE POSITIVE,295.54755,46.287682,6032.0,4.508,0.929,14.84,0.438153876,1.3885,164.8,14.0,8008.07,2407.0,295.54755,46.287682,Kepler
FALSE POSITIVE,284.22879,49.294189,6251.0,4.378,1.119,15.244,398.40957,11.486,880.3,3.33,1.44,279.0,284.22879,49.294189,Kepler
FALSE POSITIVE,283.72379,40.23756,5904.0,4.543,0.867,15.034,0.696286519,3.194,120.8,1.34,3537.89,1969.0,283.72379,40.23756,Kepler
CONFIRMED,292.20471,37.221218,6174.0,4.244,1.318,13.96,5.79179934,3.474,118.5,1.69,528.14,1222.0,292.20471,37.221218,Kepler
CONFIRMED,298.65271,43.955021,3751.0,4.8,0.443,14.625,129.945392,5.786,500.1,1.18,0.23,177.0,298.65271,43.955021,Kepler
CANDIDATE,294.33847,50.33654,6325.0,4.409,1.112,15.212,27.9040511,5.346,300.2,2.19,49.53,677.0,294.33847,50.33654,Kepler
FALSE POSITIVE,295.67188,40.18037,6006.0,4.38,1.114,15.012,1.39772545,4.129,181.3,1.58,2275.72,1763.0,295.67188,40.18037,Kepler
FALSE POSITIVE,297.68881,40.643661,6550.0,4.094,1.59,13.398,12.4246697,44.07,424.0,168.91,344.8,1099.0,297.68881,40.643661,Kepler
FALSE POSITIVE,283.72955,40.789028,5750.0,4.538,0.882,15.371,383.00806,9.71,632.1,2.2,0.72,235.0,283.72955,40.789028,Kepler
FALSE POSITIVE,296.12457,49.726669,6335.0,4.427,1.072,14.263,0.847588864,2.246,67.1,0.91,5000.82,2144.0,296.12457,49.726669,Kepler
FALSE POSITIVE,290.35706,41.76162,6029.0,4.494,0.956,15.027,331.81534,10.56,370.3,1.84,1.2,267.0,290.35706,41.76162,Kepler
FALSE POSITIVE,295.77768,50.149025,6619.0,3.718,3.05,13.306,1.75649346,3.429,27.5,1.62,13425.76,2745.0,295.77768,50.149025,Kepler
CANDIDATE,287.75916,40.65704,5136.0,4.648,0.612,14.999,0.644322147,0.893,1076.6,24.39,1516.94,1592.0,287.75916,40.65704,Kepler
FALSE POSITIVE,290.30371,37.924191,4883.0,4.523,0.794,16.159,1.8912501,7.648,731.0,23.5,427.26,1159.0,290.30371,37.924191,Kepler
CANDIDATE,294.42126,39.628471,6194.0,4.45,0.981,15.574,17.8075656,1.643,1511.0,3.92,71.56,742.0,294.42126,39.628471,Kepler
FALSE POSITIVE,298.56668,40.128239,6110.0,4.387,1.077,14.705,0.996023763,5.412,98.3,18.36,3727.96,1991.0,298.56668,40.128239,Kepler
FALSE POSITIVE,294.20786,39.680115,5780.0,4.438,1.0,13.482,36.616669,8.62,237.4,1.68,21.35,548.0,294.20786,39.680115,Kepler
CANDIDATE,293.01489,38.012402,5743.0,4.534,0.903,15.954,333.03842,5.948,1260.0,3.19,0.89,247.0,293.01489,38.012402,Kepler
CANDIDATE,285.87579,41.332432,5866.0,4.191,1.339,13.313,3.75030469,3.246,35.5,0.87,842.07,1374.0,285.87579,41.332432,Kepler
CANDIDATE,281.11646,43.28244,3939.0,4.736,0.526,15.174,0.259819659,0.6513,231.5,1.22,1410.9,1559.0,281.11646,43.28244,Kepler
FALSE POSITIVE,291.25778,42.580139,5642.0,4.337,1.056,13.867,0.566795467,4.712,38.2,0.67,6076.99,2254.0,291.25778,42.580139,Kepler
CANDIDATE,294.12488,46.67289,5950.0,4.323,1.196,12.788,4.72693131,4.036,26.2,0.61,495.58,1203.0,294.12488,46.67289,Kepler
CANDIDATE,292.20471,37.221218,6174.0,4.244,1.318,13.96,10.0989634,6.428,57.0,1.03,251.36,1016.0,292.20471,37.221218,Kepler
FALSE POSITIVE,295.42047,40.842659,5968.0,4.534,0.881,13.997,3.67515329,7.083,56.0,0.71,414.64,1150.0,295.42047,40.842659,Kepler
FALSE POSITIVE,297.22046,47.748249,5640.0,4.486,0.909,13.467,0.715825886,1.212,40.6,0.58,3196.46,1920.0,297.22046,47.748249,Kepler
CONFIRMED,299.86182,45.827351,5456.0,3.802,2.154,13.961,26.5487294,7.968,142.0,2.54,115.61,836.0,299.86182,45.827351,Kepler
FALSE POSITIVE,285.25616,41.595589,4971.0,4.566,0.718,15.986,0.492291661,0.894,1107.6,3.42,2415.37,1788.0,285.25616,41.595589,Kepler
FALSE POSITIVE,294.25079,38.404236,5780.0,4.438,1.0,12.95,1.6911935,9.479,2801.0,6.36,1292.5,1528.0,294.25079,38.404236,Kepler
FALSE POSITIVE,296.99017,47.130661,6609.0,4.484,0.974,14.049,2.42803503,3.045,73.8,0.85,1249.87,1516.0,296.99017,47.130661,Kepler
FALSE POSITIVE,286.22708,44.430328,5763.0,4.559,0.827,13.962,372.94844,13.879,253.5,1.34,0.7,233.0,286.22708,44.430328,Kepler
FALSE POSITIVE,295.2811,40.132858,6112.0,4.481,0.787,14.964,0.787120016,3.1648,265.5,23.81,3579.78,1972.0,295.2811,40.132858,Kepler
CANDIDATE,290.45831,48.661369,6134.0,4.065,1.665,11.265,13.12297275,2.234,43.7,1.29,266.05,1030.0,290.45831,48.661369,Kepler
