kepid,kepoi_name,koi_disposition,koi_score,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag,radius,density,esc_vel,temperature,ESI,ESI_n_components
10793172,K02871.04,CANDIDATE,0.949,7.9788198,132.2596,0.05,2.874,83.8,0.99,927,174.85,8.3,3,5553,4.33,1.098,290.20163,48.185822,14.754,0.9971325763378589,,,0.015531801324830376,0.12444784076148482,2
5812960,K00507.01,CONFIRMED,1.0,18.49234792,173.49816,0.034,3.4744,1655.5,3.34,603,31.27,61.4,1,5289,4.477,0.838,297.50369,41.057018,14.915,0.6430103326041248,,,0.08766775171218119,0.2374263468680455,2
6266741,K00508.01,CONFIRMED,1.0,7.930583519,169.516944,0.559,3.6083,826.1,3.05,899,154.36,89.9,1,5674,4.446,1.032,284.52118,41.629601,14.387,0.6688638653521737,,,0.017689780567022032,0.1087752499757648,2
10187017,K00082.04,CONFIRMED,1.0,7.07136119,139.98763,0.658,2.757,65.7,0.63,719,63.11,22.4,4,4900,4.602,0.741,281.48273,47.208031,11.492,0.8635038459493942,,,0.04428462911618755,0.19555037089780852,2
5738496,K00556.01,FALSE POSITIVE,0.0,9.50150926,175.67002,1.237,6.852,509.5,25.77,843,119.55,34.8,1,5938,4.518,0.908,299.67938,40.965141,14.799,0.2279436645479708,,,0.02316520362283512,0.0726660952837633,2
5774349,K00557.01,CONFIRMED,1.0,15.65563866,170.78358,0.304,3.9305,955.9,2.55,623,35.62,53.2,1,5185,4.484,0.837,285.9115,41.069439,14.97,0.7210359792508937,,,0.07745418954581682,0.23632024332725363,2
10285631,K00331.02,CANDIDATE,0.881,10.52286678,137.78844,1.12,1.911,130.2,23.26,1008,243.72,10.1,2,5548,4.038,1.614,296.18344,47.358761,13.497,0.24110118421621698,,,0.01083481621294384,0.051110537266847694,2
5978361,K00558.01,CONFIRMED,1.0,9.17858526,173.08746,0.582,2.1945,796.5,2.3,753,76.14,50.6,1,5506,4.584,0.788,296.66275,41.261238,14.874,0.7516820020282833,,,0.03679445604201521,0.1663061345266724,2
6501635,K00560.01,CONFIRMED,1.0,23.67513153,179.27676,0.822,4.647,980.4,2.76,528,18.38,32.6,1,5309,4.588,0.781,283.83307,41.978649,14.721,0.6977984909600097,,,0.1431945113120474,0.3161026951914563,2
3217264,K00401.01,CONFIRMED,1.0,29.19899219,185.440631,0.043,5.1227,2047.2,4.15,540,20.05,171.0,1,5376,4.462,0.94,285.85367,38.384121,14.001,0.5832529942000946,,,0.13199217284447104,0.27746140276174297,2
3217264,K00401.02,CONFIRMED,1.0,160.0191598,251.28261,0.852,5.472,1552.8,4.28,306,2.08,49.6,2,5376,4.462,0.94,285.85367,38.384121,14.001,0.5750237223469783,,,0.842226873256911,0.6959169718586016,2
6850504,K00070.01,CONFIRMED,1.0,10.85409593,138.608031,0.422,3.7768,1034.4,2.99,765,80.88,252.8,1,5465,4.449,0.925,287.698,42.338718,12.498,0.6745785802113307,,,0.034514941869961485,0.1525878123662412,2
3217264,K00401.03,CONFIRMED,0.997,55.3291399,186.31545,0.209,6.918,325.7,1.67,436,8.55,21.8,3,5376,4.462,0.94,285.85367,38.384121,14.001,0.8481558825213303,,,0.2791362618023646,0.48657071682612557,2
3342592,K00402.01,FALSE POSITIVE,0.0,17.17732821,170.54643,0.267,7.6702,24419.0,15.29,720,63.7,1357.5,1,6032,4.485,0.973,291.5563,38.446289,14.923,0.30254646258884116,,,0.044040038334546554,0.11543031582038585,2
7440748,K00457.02,CONFIRMED,1.0,7.064252021,135.379512,0.752,1.3867,728.9,2.37,769,82.76,52.5,2,5076,4.55,0.799,290.51648,43.08382,14.196,0.7427421218937823,,,0.033792399303009264,0.15842676024649077,2
7504328,K00458.01,CANDIDATE,0.933,53.71798494,208.08042,0.93,4.104,3153.5,155.12,1550,1363.11,103.0,1,4959,2.332,21.449,282.88269,43.191952,14.708,0.08342874838161972,,,0.0015420893156195352,0.011342600296881063,2
8219268,K02133.02,FALSE POSITIVE,0.029,43.501748,164.2859,0.909,10.755,167.1,10.1,996,232.53,9.5,2,4604,2.936,6.221,285.67288,44.11673,12.495,0.37648961360762073,,,0.011412075207604271,0.06554790450786387,2
7977197,K00459.01,CONFIRMED,1.0,19.44639139,170.10238,0.813,3.6227,926.0,3.24,681,50.73,82.4,1,5815,4.421,0.954,297.2789,43.724018,14.248,0.6516112282753358,,,0.05488716274078005,0.1891166082872362,2
7977197,K00459.02,CONFIRMED,1.0,6.91986988,134.11594,0.819,3.4253,170.1,1.39,961,201.41,25.6,2,5815,4.421,0.954,297.2789,43.724018,14.248,0.9034420362640322,,,0.013314935021608295,0.10967803795038035,2
7199397,K00075.01,CANDIDATE,1.0,105.8817667,156.97935,0.539,18.044,1556.3,10.16,595,29.64,301.8,1,5903,3.757,2.499,291.49722,42.728481,10.775,0.37533451803976703,,,0.09219274190824023,0.18601913436766115,2
6266741,K00508.02,CONFIRMED,1.0,16.6658994,180.20215,0.429,4.1934,754.2,2.85,702,57.31,60.8,2,5674,4.446,1.032,284.52118,41.629601,14.387,0.688453293194751,,,0.04869821824174427,0.1831022903222282,2
6381846,K00509.01,CONFIRMED,1.0,4.16696628,169.715517,0.022,2.7535,877.7,2.74,1053,291.34,80.1,1,5456,4.45,0.943,296.77191,41.755539,14.883,0.6999230310732739,,,0.008955810118843797,0.07917308737252733,2
4367854,K02876.02,FALSE POSITIVE,0.0,0.535224793,131.73629,0.017,3.3402,228.7,1.09,1783,2385.75,48.8,2,5044,4.551,0.738,292.37903,39.435841,14.937,0.9752225040992043,,,0.0007922687127611193,0.027796371669308786,2
6381846,K00509.02,CONFIRMED,1.0,11.46347165,137.38521,0.103,2.599,1048.6,3.0,752,75.57,56.5,2,5456,4.45,0.943,296.77191,41.755539,14.883,0.6736167884328451,,,0.036992307645234826,0.1578563887611232,2
6381846,K00509.03,CONFIRMED,0.0,39.6034,168.07114,0.166,6.487,572.7,2.22,497,14.47,25.8,3,5456,4.45,0.943,296.77191,41.755539,14.883,0.7622707419323863,,,0.1777398350802925,0.3680840609936738,2
6422155,K00510.01,CONFIRMED,1.0,2.940304817,169.90496,0.825,2.7226,472.4,2.59,1256,588.66,51.8,1,5527,4.376,1.054,283.36841,41.821861,14.532,0.7164456692975084,,,0.004078547699331443,0.054056061974669674,2
6665695,K00561.01,CONFIRMED,1.0,5.378868001,169.61512,0.758,2.7222,483.4,1.86,833,113.59,60.6,1,5077,4.567,0.774,282.00461,42.176529,14.005,0.8155647725882467,,,0.024342105436875774,0.14089912591973278,2
6707833,K00563.01,CONFIRMED,1.0,15.28467725,175.62345,0.774,6.0768,321.3,2.7,852,124.4,38.1,1,5763,4.181,1.374,296.03198,42.14196,14.519,0.704226096712884,,,0.022162991864842156,0.12493100997133255,2
9785921,K03372.02,FALSE POSITIVE,0.258,73.506021,163.5692,0.473,5.734,485.6,2.37,471,11.66,11.3,2,6215,4.44,1.052,297.4809,46.589142,15.42,0.7427421218937823,,,0.2144906414467939,0.3991381141341305,2
6786037,K00564.01,CONFIRMED,1.0,21.05349939,171.92457,0.008,7.1605,496.6,2.75,731,67.48,39.1,2,5751,4.254,1.247,294.28098,42.29097,14.854,0.698858537329867,,,0.04145200202950801,0.17020307138161944,2
6786037,K00564.02,CONFIRMED,1.0,127.905412,246.46401,0.47,14.475,4020.6,8.03,401,6.09,171.0,1,5751,4.254,1.247,294.28098,42.29097,14.854,0.423491872424688,,,0.36803930274697955,0.3947931780644075,2
6786037,K00564.03,CONFIRMED,0.998,6.21716039,131.71857,0.333,4.4289,211.2,1.81,1098,343.21,25.0,3,5751,4.254,1.247,294.28098,42.29097,14.854,0.8238051359083884,,,0.0074493543384884855,0.07833783481337897,2
4247092,K00403.01,FALSE POSITIVE,0.089,21.05647572,171.133613,0.938,1.238,1293.6,5.05,732,67.74,52.1,1,6156,4.381,1.118,286.87967,39.378391,14.169,0.5320917606201311,,,0.041225743713398454,0.14810765866536574,2
4949751,K00404.01,FALSE POSITIVE,0.0,31.80514278,186.38905,1.289,7.6213,4675.3,34.82,553,22.05,161.3,1,5931,4.545,0.863,298.04453,40.086361,14.517,0.19307921127530442,,,0.12100290614264857,0.15285007582609267,2
10157458,K01083.02,CANDIDATE,0.819,4.57797412,135.63058,0.343,2.862,125.4,0.96,1024,259.36,9.6,2,5795,4.554,0.848,297.39319,47.164631,15.302,0.9883158029390179,,,0.010117813223069122,0.09999797347718889,2
5003117,K00405.01,FALSE POSITIVE,0.0,37.60936976,190.724991,0.671,6.8615,27591.0,15.8,508,15.8,971.1,1,5600,4.483,0.896,289.36136,40.128819,14.026,0.2972766559228016,,,0.164460853403377,0.22111167434119353,2
5035972,K00406.01,FALSE POSITIVE,0.0,49.26678528,191.187887,8.364,5.5692,8494.0,929.36,538,19.79,309.0,1,5988,4.382,1.143,297.77219,40.15506,14.385,0.03016171350434834,,,0.13378542217687608,0.063523205010116,2
5218441,K00407.01,FALSE POSITIVE,0.0,3.613757526,171.422542,0.812,5.9128,4872.2,7.05,1182,461.67,591.2,1,5986,4.498,0.906,299.07513,40.35833,14.915,0.4521509479784342,,,0.005364468872248732,0.04924986990833647,2
5351250,K00408.01,CONFIRMED,1.0,7.381980206,173.072659,0.096,3.1152,1433.8,3.42,876,138.88,101.6,1,5559,4.47,0.914,288.2341,40.520901,14.985,0.6363505209749782,,,0.019730578882050973,0.1120516137801283,2
8043638,K00460.01,CONFIRMED,1.0,17.58751692,176.077382,0.106,4.3773,1377.8,4.03,706,58.6,109.4,1,5433,4.302,1.107,296.63684,43.802792,14.743,0.5911440818192114,,,0.047614741683398486,0.16777119166737633,2
8261920,K02174.04,CANDIDATE,0.69,3.01609637,131.55327,0.7,1.57,196.3,0.96,795,94.1,8.1,4,4245,4.641,0.637,300.24222,44.141399,15.673,0.9883158029390179,,,0.0295073813529002,0.17077063943904222,2
8621348,K00461.01,FALSE POSITIVE,0.0,11.34436822,172.84392,1.183,5.558,586.3,17.21,703,57.67,52.2,1,5594,4.602,0.752,290.53214,44.77512,14.41,0.28392944167001344,,,0.0484246472159989,0.11725691044499655,2
8773869,K00462.01,FALSE POSITIVE,0.0,1.576341127,170.88145,0.01,3.1232,335.1,2.96,1797,2460.7,88.7,1,5087,3.967,1.666,298.42087,44.950802,14.111,0.6774868056436316,,,0.0007630370860151996,0.02273648077412295,2
8845205,K00463.01,CONFIRMED,0.001,18.47762694,185.269061,0.712,1.94,2604.6,1.55,267,1.21,75.7,1,3395,4.97,0.283,300.20609,45.018139,14.708,0.870681255197205,,,0.8063533014039515,0.8379001757959015,2
8890783,K00464.01,CONFIRMED,0.963,58.36205791,196.555405,0.402,6.3363,5374.7,7.02,446,9.33,286.6,1,5592,4.467,0.953,293.7471,45.10722,14.361,0.4531142365157816,,,0.2585672063391724,0.3422871342723718,2
8890783,K00464.02,CONFIRMED,1.0,5.350156114,195.761347,0.008,2.2647,764.8,2.6,989,226.02,87.1,2,5592,4.467,0.953,293.7471,45.10722,14.361,0.7153106186168956,,,0.011765550459865095,0.09173888585444234,2
6716545,K02906.03,CANDIDATE,0.867,21.9424316,143.8807,0.413,7.447,72.7,1.23,797,95.46,10.7,2,6052,4.183,1.424,297.94476,42.191879,13.716,0.9398387031833425,,,0.02920515519680143,0.1656747874192996,2
6422155,K00510.02,CONFIRMED,1.0,6.38899658,175.4761,0.876,3.5032,543.3,2.89,970,209.17,45.8,2,5527,4.376,1.054,283.36841,41.821861,14.532,0.6844091778887835,,,0.012792030319897894,0.0935680658920003,2
6422155,K00510.03,CONFIRMED,0.932,14.62709685,136.23467,0.945,4.097,396.4,2.7,736,69.31,22.7,3,5527,4.376,1.054,283.36841,41.821861,14.532,0.704226096712884,,,0.04033515214517041,0.16853802762437226,2
6422155,K00510.04,CONFIRMED,0.998,35.1184432,152.12282,0.958,4.59,542.4,3.26,550,21.57,20.4,4,5527,4.376,1.054,283.36841,41.821861,14.532,0.649865715846201,,,0.12343997740064167,0.28323031136781046,2
6451936,K00511.01,CONFIRMED,1.0,8.00579096,170.50325,0.092,3.0549,629.7,2.36,956,197.06,69.2,1,6032,4.395,0.935,294.6467,41.884109,14.209,0.7440013257365665,,,0.013616319555272016,0.1006506820681068,2
6451936,K00511.02,CONFIRMED,1.0,4.26374378,133.72073,0.368,2.2725,182.0,1.28,1179,457.15,23.8,2,6032,4.395,0.935,294.6467,41.884109,14.209,0.9280347418376421,,,0.005425970425074167,0.07096117996941981,2
1723078,K07624.01,CANDIDATE,0.246,330.025002,364.8075,0.68,6.659,259.2,5.92,478,12.36,12.2,1,6126,3.578,3.466,291.86801,37.269878,12.668,0.49286346243139,,,0.20377970206704568,0.31691571361168136,2
8056665,K00089.01,CONFIRMED,0.881,84.6877524,150.57084,0.017,10.0248,347.7,3.37,611,32.96,95.1,1,6688,4.062,1.79,299.82117,43.81427,11.642,0.640490479277323,,,0.08340236725493146,0.23112425700469943,2
7025846,K00565.01,FALSE POSITIVE,0.0,2.340523247,170.19754,0.725,3.156,175.4,1.4,1456,1063.8,37.2,1,6056,4.397,0.981,289.35855,42.526192,14.3,0.901294435433536,,,0.0020669410748638197,0.0431615858043211,2
7119481,K00566.01,CONFIRMED,0.993,25.85499978,192.57484,0.265,3.8737,610.5,2.4,637,38.81,31.7,1,6122,4.487,0.964,292.31601,42.626251,14.718,0.7389994493923653,,,0.07113553282041335,0.22927956643913558,2
7445445,K00567.01,CONFIRMED,1.0,10.68758211,169.93115,0.818,3.3812,777.7,2.64,780,87.41,78.9,1,5788,4.524,0.848,291.9519,43.074711,14.338,0.7108194598956077,,,0.031895533258522735,0.15057212797827332,2
7445445,K00567.02,CONFIRMED,1.0,20.30303506,176.8028,0.793,4.5038,533.4,2.16,630,37.12,44.7,2,5788,4.524,0.848,291.9519,43.074711,14.338,0.7704872571216317,,,0.07421561598157515,0.23912797074628508,2
8397947,K04772.03,FALSE POSITIVE,0.186,39.0930875,147.6774,0.862,5.687,476.3,2.99,602,31.11,10.1,2,6072,4.343,1.193,301.57855,44.31218,15.514,0.6745785802113307,,,0.08821881512304643,0.24394778755633453,2
5351250,K00408.02,CONFIRMED,1.0,12.56096618,166.79483,0.022,3.7647,923.1,2.74,734,68.49,55.1,2,5559,4.47,0.914,288.2341,40.520901,14.985,0.6999230310732739,,,0.04077758098819145,0.1689413155065713,2
5351250,K00408.03,CONFIRMED,1.0,30.8261043,153.01503,0.943,5.914,742.2,3.18,544,20.68,32.3,3,5559,4.47,0.914,288.2341,40.520901,14.985,0.6569262512187432,,,0.12848999043873524,0.2905313197196655,2
6850504,K00070.02,CONFIRMED,1.0,3.696121272,134.5014,0.016,2.463,383.4,1.78,1095,340.33,130.0,2,5465,4.449,0.925,287.698,42.338718,12.498,0.8288607297316066,,,0.007539971294942844,0.07905432378865619,2
5351250,K00408.04,CONFIRMED,1.0,3.42806306,132.36268,0.082,2.417,178.4,1.21,1131,386.14,16.6,4,5559,4.47,0.914,288.2341,40.520901,14.985,0.9446773475694301,,,0.006532744768865316,0.07855785129826144,2
5444548,K00409.01,CONFIRMED,1.0,13.24931848,179.52171,0.62,4.4859,647.6,2.86,806,99.54,87.8,1,5799,4.361,1.078,290.56631,40.692039,14.15,0.6874360983178989,,,0.027889504649736985,0.13846390237326872,2
10187017,K00082.06,FALSE POSITIVE,1.0,22.4098677,147.38366,0.869,2.271,69.8,0.73,489,13.55,11.9,6,4900,4.602,0.741,281.48273,47.208031,11.492,0.9078097629601727,,,0.18819503976500232,0.4133343615516947,2
9008220,K00466.01,CANDIDATE,0.0,9.391039263,170.539799,0.964,2.8386,2895.6,11.73,1068,308.13,141.0,1,5944,4.132,1.498,286.15198,45.332561,14.663,0.34820492337482956,,,0.008416826790055197,0.05413668375039593,2
9583881,K00467.01,CONFIRMED,1.0,18.00932214,182.441015,0.55,4.9611,3004.4,4.96,658,44.29,245.2,1,5815,4.54,0.877,290.11963,46.273811,14.794,0.5366569146508586,,,0.06276028634258195,0.1835231365011356,2
9589524,K00468.01,CONFIRMED,1.0,22.18431824,174.597325,0.032,3.0397,1593.0,3.18,546,21.06,87.6,1,5157,4.5,0.818,292.44626,46.289768,14.767,0.6569262512187432,,,0.12678004306050245,0.28859164647835306,2
9955262,K00076.01,CANDIDATE,0.0,77.4794704,154.70734,0.019,10.1151,1237.0,10.33,778,86.59,72.6,1,6711,3.73,2.909,293.54199,46.82214,10.143,0.3721140335606689,,,0.03223088683573303,0.10951513733581346,2
10187017,K00082.05,CONFIRMED,1.0,5.28691996,135.85427,0.705,2.579,41.5,0.51,792,92.97,15.8,5,4900,4.602,0.741,281.48273,47.208031,11.492,0.7996229272142522,,,0.029967664770943172,0.15479932760163076,2
6838050,K00512.01,CONFIRMED,1.0,6.51003001,172.91588,0.023,3.3095,602.8,2.78,1017,253.24,48.1,1,5638,4.327,1.153,282.11133,42.3545,14.825,0.6956916192877378,,,0.010424393634347948,0.08515963414419012,2
6937692,K00513.01,CONFIRMED,0.996,35.18105723,170.09969,0.772,7.545,987.7,4.17,664,45.89,63.1,1,6520,4.375,1.215,288.23059,42.41362,14.856,0.5819658327800856,,,0.060584745170690166,0.18777180746062486,2
7602070,K00514.01,FALSE POSITIVE,0.0,11.75560012,176.07519,1.228,4.7,648.8,22.39,716,62.19,46.3,1,5644,4.575,0.806,290.02872,43.261089,14.356,0.24617268986221602,,,0.045028070773639,0.10528381310369106,2
7812179,K00515.01,FALSE POSITIVE,0.0,17.79421914,169.605214,1.242,4.1918,1549.4,25.27,606,31.94,111.5,1,5485,4.574,0.805,288.02509,43.544579,14.427,0.23040656856078537,,,0.08603875206746461,0.14079734950316608,2
1868404,K07625.01,FALSE POSITIVE,0.384,6.12601169,134.83637,0.422,1.733,40.2,0.83,1141,400.49,7.0,1,5679,4.146,1.286,291.48425,37.397282,12.975,0.9459419572771949,,,0.006281706208410114,0.0770852091248624,2
7445445,K00567.03,CONFIRMED,1.0,29.02235217,198.37025,0.902,4.0263,637.6,2.55,559,23.06,41.4,3,5788,4.524,0.848,291.9519,43.074711,14.338,0.7210359792508937,,,0.1162968704070303,0.28957594485341387,2
7595157,K00568.01,CONFIRMED,1.0,3.383540239,169.63859,0.63,1.403,255.7,1.65,1133,389.19,36.2,1,5300,4.385,0.986,287.29544,43.279869,14.14,0.8517986538276371,,,0.006481604131483993,0.074303577799738,2
7595157,K00568.02,CONFIRMED,0.989,2.358952404,132.68957,0.385,1.593,94.1,0.96,1278,630.43,17.3,2,5300,4.385,0.986,287.29544,43.279869,14.14,0.9883158029390179,,,0.0037689419587026095,0.061031998968948446,2
8008206,K00569.01,CONFIRMED,1.0,20.72904234,185.43113,0.559,2.8066,561.7,1.94,530,18.68,31.6,1,4979,4.538,0.803,282.46811,43.889912,14.458,0.802840216156813,,,0.14125181046869328,0.3367530757828752,2
8008206,K00569.02,CONFIRMED,1.0,1.632916419,134.54956,0.136,1.5599,209.2,1.13,1237,554.07,31.0,2,4979,4.538,0.803,282.46811,43.889912,14.458,0.9647409729174053,,,0.004370304825586477,0.0649323658076766,2
7906892,K04773.02,CANDIDATE,0.989,11.1438086,131.725,0.629,7.905,41.7,0.75,906,159.1,10.9,1,6095,4.349,1.11,296.8432,43.697441,13.556,0.9158836999383775,,,0.017118799839271663,0.12521513381096006,2
5449777,K00410.01,FALSE POSITIVE,0.0,7.216951388,176.283024,1.283,1.89082,4284.5,41.57,1055,292.7,312.2,1,6266,4.38,1.056,292.24802,40.696049,14.454,0.1749838698504896,,,0.00888164288146115,0.0394226361628459,2
5478055,K00411.01,FALSE POSITIVE,0.0,15.85238672,174.22654,1.262,5.179,928.5,32.21,775,85.35,36.5,1,5903,4.322,1.005,299.00867,40.662231,14.508,0.20158761116004248,,,0.03274174648245828,0.08124241785303099,2
5683743,K00412.01,CONFIRMED,0.922,4.147021189,170.325835,0.255,2.8997,3680.7,7.31,1258,590.84,421.2,1,5818,4.266,1.205,283.2576,40.990501,14.288,0.4440322499633035,,,0.004049193263272364,0.042402504586723164,2
5791986,K00413.01,CONFIRMED,1.0,15.22895514,176.56001,0.777,2.5967,1124.8,3.0,639,39.4,63.8,1,5456,4.562,0.812,292.16278,41.023239,14.769,0.6736167884328451,,,0.07028336413734985,0.2175868884617311,2
5791986,K00413.02,CONFIRMED,1.0,24.67458244,146.77261,0.817,3.2648,650.6,2.33,544,20.71,31.9,2,5456,4.562,0.812,292.16278,41.023239,14.769,0.747814504531272,,,0.12848999043873524,0.30997851302496865,2
8320630,K04846.02,CANDIDATE,0.862,32.526674,137.3054,0.472,6.842,204.9,1.26,525,17.91,9.7,1,5668,4.545,0.868,298.28214,44.27206,15.23,0.9327071096228499,,,0.14616796919934524,0.36923150471128957,2
9703198,K00469.01,CANDIDATE,1.0,10.32906563,174.608213,0.923,1.44,2309.8,6.17,908,160.44,114.8,1,6228,4.441,1.049,288.63785,46.421471,14.711,0.4829933805883973,,,0.01695967302677398,0.09050640755700903,2
9844088,K00470.01,CONFIRMED,1.0,3.750832927,171.151696,0.001,1.9457,2397.9,4.61,1129,383.77,212.5,1,5776,4.512,0.95,296.83838,46.6264,14.749,0.5554925856170521,,,0.006584361898297219,0.060477799360786295,2
10019643,K00471.01,CONFIRMED,1.0,21.34736612,171.73531,0.885,4.184,630.5,3.2,648,41.65,53.1,1,5395,4.324,1.071,295.00281,46.987331,14.415,0.6551413359840519,,,0.06659447838120557,0.20887507159980598,2
10019643,K00471.02,CONFIRMED,0.998,7.81100952,132.30566,0.816,3.231,126.7,1.36,906,159.24,15.8,2,5395,4.324,1.071,295.00281,46.987331,14.415,0.9099703795625943,,,0.017118799839271663,0.12481025914322154,2
10123064,K00472.01,CONFIRMED,1.0,4.243748097,173.563074,0.032,3.3603,1409.7,3.16,1063,301.46,139.8,1,5873,4.554,0.843,283.61795,47.196678,15.0,0.658724625247704,,,0.008592125461994162,0.07523193886264902,2
7840044,K00516.01,FALSE POSITIVE,0.0,13.54204116,171.09767,0.722,3.334,338.7,2.01,794,93.98,26.4,1,5891,4.395,1.015,297.27911,43.567871,14.53,0.7921441057815997,,,0.02965987677682389,0.15328045070056912,2
8015907,K00517.01,CONFIRMED,1.0,2.752359689,171.259808,0.436,2.0722,791.9,2.54,1178,455.43,115.7,1,5461,4.499,0.897,286.5285,43.873402,14.034,0.7221962652136785,,,0.005446655451171568,0.0627180534195843,2
8017703,K00518.01,CONFIRMED,1.0,13.98177862,181.975114,0.444,2.958,1018.4,2.09,553,22.1,95.6,1,4859,4.615,0.651,287.43918,43.832088,14.287,0.7803883263442456,,,0.12100290614264857,0.3072934353471472,2
8017703,K00518.02,CONFIRMED,1.0,44.0003975,210.76222,0.032,5.1115,599.6,1.56,377,4.79,43.3,3,4859,4.615,0.651,287.43918,43.832088,14.287,0.8687409977830233,,,0.44855187530187296,0.6242398607163718,2
8017703,K00518.03,CONFIRMED,0.996,247.354914,364.15832,0.044,8.677,1291.8,2.29,212,0.48,49.0,2,4859,4.615,0.651,287.43918,43.832088,14.287,0.7529834584119989,,,0.3985188382377738,0.5477938417494402,2
1995712,K07626.01,FALSE POSITIVE,0.0,462.12069,307.6255,0.002,10.42,633.7,2.46,249,0.91,9.9,1,6079,4.411,0.974,286.21048,37.465591,14.936,0.7316674270812433,,,0.6565733007920584,0.6931041030615565,2
8106610,K00570.01,FALSE POSITIVE,0.0,12.39894005,172.78184,0.975,4.262,702.9,4.06,890,148.37,50.7,1,6355,4.41,1.108,294.90851,43.986568,14.755,0.5891437881891005,,,0.018457239038887765,0.10427831858484338,2
8056665,K00089.02,CONFIRMED,0.997,207.5829306,289.88311,0.84,7.0686,505.1,4.52,453,9.97,70.0,2,6688,4.062,1.79,299.82117,43.81427,11.642,0.5606370864896537,,,0.2452290168337652,0.37078899865072096,2
8120608,K00571.01,CONFIRMED,1.0,7.26731094,174.31292,0.043,2.2691,659.1,1.14,464,10.93,47.8,1,3751,4.8,0.443,298.65271,43.955021,14.625,0.9621687483349601,,,0.2258717449642877,0.4661831551402539,2
8120608,K00571.02,CONFIRMED,1.0,13.3430025,176.90387,0.517,2.7399,799.7,1.29,379,4.87,47.1,2,3751,4.8,0.443,298.65271,43.955021,14.625,0.9257226131049422,,,0.44109821899403506,0.6390106383489199,2
8120608,K00571.03,CONFIRMED,1.0,3.886795001,133.32959,0.119,1.7574,471.3,0.97,571,25.26,41.8,3,3751,4.8,0.443,298.65271,43.955021,14.625,0.9912911687743766,,,0.10751662007786918,0.3264663473922872,2
8120608,K00571.04,CONFIRMED,0.999,22.40777833,153.79858,0.147,3.2881,661.3,1.15,319,2.44,33.9,4,3751,4.8,0.443,298.65271,43.955021,14.625,0.9596153258135791,,,0.7463878502146718,0.8463127200196445,2
5872150,K00414.01,FALSE POSITIVE,0.0,20.35509657,175.3437299,0.503,5.33265,25080.0,17.53,720,63.6,1703.2,1,6081,4.404,1.077,290.42538,41.139149,14.557,0.28112411970127954,,,0.044040038334546554,0.11126867038124436,2
5872150,K00414.02,FALSE POSITIVE,0.017,5.92240377,173.81802,0.949,3.691,413.4,2.77,1087,329.86,44.4,2,6081,4.404,1.077,290.42538,41.139149,14.557,0.6967428616287353,,,0.007788044094172672,0.07366318027796953,2
6289650,K00415.01,CANDIDATE,0.999,166.7876551,245.143036,0.041,5.8676,4764.2,7.03,334,2.93,183.8,1,5663,4.377,1.031,293.30606,41.606369,14.11,0.45279251259546915,,,0.6513390418038905,0.5430667005901842,2
6850504,K00070.03,CONFIRMED,0.563,77.6114427,164.7292,0.094,7.1786,814.5,2.59,397,5.87,100.5,3,5465,4.449,0.925,287.698,42.338718,12.498,0.7164456692975084,,,0.3801929580417494,0.5219076530253419,2
6508221,K00416.01,CONFIRMED,1.0,18.20795835,185.84306,0.64,3.7965,1596.9,3.08,551,21.86,157.3,1,5176,4.612,0.738,286.86548,41.989079,14.29,0.6660560915257858,,,0.12262124352560277,0.2857842301469669,2
11135694,K04896.02,CANDIDATE,0.966,49.537365,172.1948,0.435,9.862,201.7,1.48,532,18.87,10.1,1,6118,4.416,1.023,290.90042,48.74614,15.451,0.8846055085684176,,,0.13934011389961823,0.35108550571072145,2
10155434,K00473.01,CONFIRMED,1.0,12.70636123,180.63164,0.793,2.395,871.7,2.75,697,55.86,54.0,1,5573,4.562,0.839,296.80865,47.17194,14.673,0.698858537329867,,,0.05009372085121313,0.18710538336319846,2
10460984,K00474.01,CONFIRMED,1.0,10.94577783,176.71834,0.819,3.0937,532.8,2.84,881,142.23,52.5,1,5888,4.342,1.097,287.78085,47.62991,14.282,0.6894746445906119,,,0.01926426683761907,0.11524852940999342,2
10460984,K00474.02,CONFIRMED,0.999,28.9869016,134.7812,0.842,3.6233,471.6,2.7,637,38.82,31.5,2,5888,4.342,1.097,287.78085,47.62991,14.282,0.704226096712884,,,0.07113553282041335,0.22382023727918562,2
10460984,K00474.03,CONFIRMED,1.0,94.886902,214.82879,0.982,6.923,641.7,4.24,429,7.99,25.5,3,5888,4.342,1.097,287.78085,47.62991,14.282,0.5775216424811231,,,0.29468672270131685,0.4125384347086266,2
10460984,K00474.04,CONFIRMED,1.0,5.03505665,132.65597,0.911,1.804,151.5,1.63,1141,401.23,16.6,4,5888,4.342,1.097,287.78085,47.62991,14.282,0.8554848460133451,,,0.006281706208410114,0.07330691964884897,2
6436505,K06707.02,FALSE POSITIVE,0.368,24.7222403,146.4611,0.106,4.53,290.1,1.31,536,19.53,9.3,2,5481,4.592,0.778,289.70703,41.84354,15.857,0.9211455724788267,,,0.13560747085240188,0.3534320604737798,2
